sender.location,sender.latitude,sender.longitude,receiver.location,receiver.latitude,receiver.longitude,date,sender.country,receiver.country,journey
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,1857-12-21,USA,GER,32.804297 -91.170109 48.401082 9.987608
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,1858-04-19,USA,GER,32.804297 -91.170109 48.401082 9.987608
"USA, Lake Providence (LA)",32.804297,-91.170109,"GER, Ulm",48.401082,9.987608,1858-04-19,USA,GER,32.804297 -91.170109 48.401082 9.987608
"USA, Louisville (KY)",38.252665,-85.758456,"GER,  Eppertshausen",49.94854,8.843855,1875-03-19,USA,GER,38.252665 -85.758456 49.94854 8.843855
"USA, Washingon (DC)",38.907192,-77.036871,"USA, New York (NY)",40.712784,-74.005941000000007,1863-03-18,USA,USA,38.907192 -77.036871 40.712784 -74.005941
"USA, in the field near Stafford (VA)",38.512742,-77.365958,"USA, New York (NY)",40.712784,-74.005941000000007,1863-03-22,USA,USA,38.512742 -77.365958 40.712784 -74.005941
"USA, Nashville (TN)",36.162664,-86.781602,"GER, Zachun",53.502653,11.324498,1864-12-03,USA,GER,36.162664 -86.781602 53.502653 11.324498
"USA, Madison (WI)",43.073052,-89.40123,"GER, Hof",50.913422,12.190433,1882-08-07,USA,GER,43.073052 -89.40123 50.913422 12.190433
"USA, Burlington (IA)",40.807653,-91.11289,"GER, Bayern",49.033019,8.281923,NA,USA,GER,40.807653 -91.11289 49.033019 8.281923
"USA, Spring Bay (IL)",40.824481,-89.522315,"GER, Augsburg",48.370545,10.89779,1868-06-21,USA,GER,40.824481 -89.522315 48.370545 10.89779
"USA, Spring Bay (IL)",40.824481,-89.522315,"GER, Bayern",49.033019,8.281923,1868-10-25,USA,GER,40.824481 -89.522315 49.033019 8.281923
"USA, Salisbury (MO)",39.423917,-92.801577,"GER, Essen",51.455643,7.011555,NA,USA,GER,39.423917 -92.801577 51.455643 7.011555
"USA, Marysville (CA)",39.145725,-121.591355,"GER, Klosterbauerschaft",52.244064,8.608643,1899-05-21,USA,GER,39.145725 -121.591355 52.244064 8.608643
"GER, Berlin",52.520007,13.404954,"GER, Warburg",51.489908,9.14519,1834-04-02,GER,GER,52.520007 13.404954 51.489908 9.14519
"USA, Pittsburgh (PA)",40.440625,-79.995886,"GER, Driburg",52.340873,8.438006,NA,USA,GER,40.440625 -79.995886 52.340873 8.438006
"USA, Fort Stanton  (NM)",33.495914,-105.523036,"GER, Berlin",52.520007,13.404954,1890-01-26,USA,GER,33.495914 -105.523036 52.520007 13.404954
"GER, Mainz",49.992862,8.247253,"GER, Berlin",52.520007,13.404954,1887-01-19,GER,GER,49.992862 8.247253 52.520007 13.404954
"BEL, Antwerpen",51.219448,4.402464,"GER, Berlin",52.520007,13.404954,1887-01-22,BEL,GER,51.219448 4.402464 52.520007 13.404954
"USA, Chicago (IL)",41.878114,-87.629798,"GER, Hannover",52.141021,9.935412,1882-06-13,USA,GER,41.878114 -87.629798 52.141021 9.935412
"USA, Newport (MI)",42.002359,-83.308817,"GER, Blaubeuren",48.407304,9.783545,1854-07-17,USA,GER,42.002359 -83.308817 48.407304 9.783545
"USA, Newport (MI)",42.002359,-83.308817,"GER, Blaubeuren",48.407304,9.783545,1856-07-13,USA,GER,42.002359 -83.308817 48.407304 9.783545
"USA, Newport (MI)",42.002359,-83.308817,"GER, Blaubeuren",48.407304,9.783545,1857-02-09,USA,GER,42.002359 -83.308817 48.407304 9.783545
"USA, Newport (MI)",42.002359,-83.308817,"GER, Blaubeuren",48.407304,9.783545,1863-12-09,USA,GER,42.002359 -83.308817 48.407304 9.783545
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,1867-08-05,USA,GER,42.719478 -82.492132 48.407304 9.783545
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,1869-02-16,USA,GER,42.719478 -82.492132 48.407304 9.783545
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,1871-02-08,USA,GER,42.719478 -82.492132 48.407304 9.783545
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,1873-02-04,USA,GER,42.719478 -82.492132 48.407304 9.783545
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,1877-12-19,USA,GER,42.719478 -82.492132 48.407304 9.783545
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,1887-07-21,USA,GER,42.719478 -82.492132 48.407304 9.783545
"USA, Marine City (MI)",42.719478,-82.492132,"GER, Blaubeuren",48.407304,9.783545,1890-07-21,USA,GER,42.719478 -82.492132 48.407304 9.783545
"USA, Excelsior (IA)",43.378982,-95.331165,"GER, Borbeck (Essen)",51.475157,6.948362,1882-02-14,USA,GER,43.378982 -95.331165 51.475157 6.948362
"USA, Excelsior (IA)",43.378982,-95.331165,"GER, Borbeck (Essen)",51.475157,6.948362,1882-06-26,USA,GER,43.378982 -95.331165 51.475157 6.948362
"USA, Excelsior (IA)",43.378982,-95.331165,"GER, Borbeck (Essen)",51.475157,6.948362,1882-08-08,USA,GER,43.378982 -95.331165 51.475157 6.948362
"USA, Excelsior (IA)",43.378982,-95.331165,"GER, Borbeck (Essen)",51.475157,6.948362,1882-09-20,USA,GER,43.378982 -95.331165 51.475157 6.948362
"USA, Galveston (TX)",29.301348,-94.797696,"GER, Hemleben",51.255683,11.223632,1897-12-20,USA,GER,29.301348 -94.797696 51.255683 11.223632
"USA, Galveston (TX)",29.301348,-94.797696,"GER, Hemleben",51.255683,11.223632,NA,USA,GER,29.301348 -94.797696 51.255683 11.223632
"USA, Anderson (IN)",40.10532,-85.680254,"GER, Metten (Westerkappeln)",52.315102,7.881705,1899-05-19,USA,GER,40.10532 -85.680254 52.315102 7.881705
"USA, Portland (OR)",45.523062,-122.676482,"GER, Westerkappeln",52.315102,7.881705,1913-04-03,USA,GER,45.523062 -122.676482 52.315102 7.881705
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1849-03-18,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1851-03-19,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1851-03-19,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1851-07-26,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1851-07-26,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,NA,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,NA,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1852-06-18,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1852-06-18,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1852-09-04,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1852-09-04,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1852-09-04,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1853-01-26,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1854-01-21,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1854-01-21,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1855-10-09,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1856-01-23,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1856-01-23,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1856-03-07,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1856-08-03,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1856-08-03,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1856-12-22,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1857-03-01,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1857-05-04,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1857-08-14,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1857-08-16,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1857-08-16,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1857-08-16,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1858-07-19,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1858-08-04,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1858-08-04,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1858-12-01,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1858-12-01,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1858-06-26,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1858-06-26,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1859-11-04,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1860-11-18,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1860-11-18,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1860-11-18,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1861-11-26,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1862-05-13,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1862-05-13,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1863-02-22,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Steinreinach",48.840875,9.365588,1863-02-22,USA,GER,40.712784 -74.005941 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1863-03-01,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1863-03-01,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1868-04-01,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1882-02-19,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Albany (NY)",42.652579,-73.756232,"GER, Steinreinach",48.840875,9.365588,1883-02-18,USA,GER,42.652579 -73.756232 48.840875 9.365588
"USA, Chicago (IL)",41.878114,-87.629798,"GER, Rhaunen",49.864374,7.345225,1845-10-23,USA,GER,41.878114 -87.629798 49.864374 7.345225
"USA, Chicago (IL)",41.878114,-87.629798,"GER, Rhaunen",49.864374,7.345225,NA,USA,GER,41.878114 -87.629798 49.864374 7.345225
"USA, Milwaukee (WI)",43.038903,-87.906474,"GER, Hundheim (Morbach)",49.834928,7.15164,1904-07-29,USA,GER,43.038903 -87.906474 49.834928 7.15164
"USA, Philadelphia (PA)",39.952584,-75.165222,"GER, heutiges Rheinland-Pfalz",50.118346,7.308953,1891-09-02,USA,GER,39.952584 -75.165222 50.118346 7.308953
"USA, Philadelphia (PA)",39.952584,-75.165222,"GER, heutiges Rheinland-Pfalz",50.118346,7.308953,1892-12-01,USA,GER,39.952584 -75.165222 50.118346 7.308953
"USA, Montgomery (AL)",32.366805,-86.299969,"GER, Lauenburg (Elbe)",53.376252,10.54967,1842-01-01,USA,GER,32.366805 -86.299969 53.376252 10.54967
"USA, Montgomery (AL)",32.366805,-86.299969,"GER, Lauenburg (Elbe)",53.376252,10.54967,NA,USA,GER,32.366805 -86.299969 53.376252 10.54967
"USA, Baltimore (MD) (MD)",39.290385,-76.612189,"GER, Lauenburg (Elbe)",53.376252,10.54967,1844-07-23,USA,GER,39.290385 -76.612189 53.376252 10.54967
"USA, Baltimore (MD) (MD)",39.290385,-76.612189,"GER, Lauenburg (Elbe)",53.376252,10.54967,1844-11-06,USA,GER,39.290385 -76.612189 53.376252 10.54967
"USA, Oakland (CA)",37.804364,-122.271114,"GER, Siegen",50.883849,8.020959,1907-02-18,USA,GER,37.804364 -122.271114 50.883849 8.020959
"USA, Pierson (IA)",42.544156,-95.867513,"GER, Herbsen",51.429553,9.055427,1893-04-02,USA,GER,42.544156 -95.867513 51.429553 9.055427
"USA, Pierson (IA)",42.544156,-95.867513,"GER, Herbsen",51.429553,9.055427,1898-04-18,USA,GER,42.544156 -95.867513 51.429553 9.055427
"USA, Pierson (IA)",42.544156,-95.867513,"GER, Herbsen",51.429553,9.055427,1901-04-08,USA,GER,42.544156 -95.867513 51.429553 9.055427
"USA, Houghton (MI)",47.121133,-88.569418,"GER, Auw (Rheinland-Pfalz)",50.300226,6.337951,1891-01-01,USA,GER,47.121133 -88.569418 50.300226 6.337951
"USA, Chicago (IL)",41.878114,-87.629798,"GER, Auw (Rheinland-Pfalz)",50.300226,6.337951,1898-04-06,USA,GER,41.878114 -87.629798 50.300226 6.337951
"USA, Racine (WI)",42.726131,-87.782852,"GER, Kohlscheid",50.830307,6.087242,1892-09-08,USA,GER,42.726131 -87.782852 50.830307 6.087242
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Irrel",49.847052,6.456874,NA,USA,GER,40.712784 -74.005941 49.847052 6.456874
"USA, New York (NY)",40.712784,-74.005941000000007,"GER, Irrel",49.847052,6.456874,1862-10-26,USA,GER,40.712784 -74.005941 49.847052 6.456874
"USA, New York (NY)",40.712784,-74.005941000000007,"USA, Steubenville (OH)",40.369791,-80.633964,1839-06-13,USA,USA,40.712784 -74.005941 40.369791 -80.633964
"USA, Columbus (OH)",39.961176,-82.998794,"USA, Pittsburgh (PA)",40.440625,-79.995886,1838-08-09,USA,USA,39.961176 -82.998794 40.440625 -79.995886
"USA, Quincy (IL)",39.935602,-91.409873,"GER, Herford",52.117831,8.6794,1916-02-18,USA,GER,39.935602 -91.409873 52.117831 8.6794
"USA, Quincy (IL)",39.935602,-91.409873,"GER, Herford",52.117831,8.6794,1923-03-18,USA,GER,39.935602 -91.409873 52.117831 8.6794
"USA, Quincy (IL)",39.935602,-91.409873,"GER, Herford",52.117831,8.6794,1923-04-29,USA,GER,39.935602 -91.409873 52.117831 8.6794
"USA, Quincy (IL)",39.935602,-91.409873,"GER, Herford",52.117831,8.6794,1923-09-16,USA,GER,39.935602 -91.409873 52.117831 8.6794
"USA, Hoyleton (IL)",38.441716,-89.274245,"GER, Rothenuffeln",52.289057,8.796478,NA,USA,GER,38.441716 -89.274245 52.289057 8.796478
"USA, Hoyleton (IL)",38.441716,-89.274245,"GER, Rothenuffeln",52.289057,8.796478,NA,USA,GER,38.441716 -89.274245 52.289057 8.796478
"USA, Hoyleton (IL)",38.441716,-89.274245,"GER, Rothenuffeln",52.289057,8.796478,NA,USA,GER,38.441716 -89.274245 52.289057 8.796478
"USA, Hoyleton (IL)",38.441716,-89.274245,"GER, Rothenuffeln",52.289057,8.796478,1881-08-10,USA,GER,38.441716 -89.274245 52.289057 8.796478
"USA, Hoyleton (IL)",38.441716,-89.274245,"GER, Rothenuffeln",52.289057,8.796478,1883-01-09,USA,GER,38.441716 -89.274245 52.289057 8.796478
"USA, Hoyleton (IL)",38.441716,-89.274245,"GER, Rothenuffeln",52.289057,8.796478,1883-10-04,USA,GER,38.441716 -89.274245 52.289057 8.796478
"USA, Hoyleton (IL)",38.441716,-89.274245,"GER, Rothenuffeln",52.289057,8.796478,1884-06-15,USA,GER,38.441716 -89.274245 52.289057 8.796478
"USA, Hoyleton (IL)",38.441716,-89.274245,"GER, Rothenuffeln",52.289057,8.796478,1885-02-08,USA,GER,38.441716 -89.274245 52.289057 8.796478
"USA, Hoyleton (IL)",38.441716,-89.274245,"GER, Rothenuffeln",52.289057,8.796478,1885-03-01,USA,GER,38.441716 -89.274245 52.289057 8.796478
"USA, Rockford (WA)",47.452121,-117.130747,"GER, Rothenuffeln",52.289057,8.796478,1888-07-24,USA,GER,47.452121 -117.130747 52.289057 8.796478
"USA, Irvington (IL)",38.439216,-89.162851,"GER, Rothenuffeln",52.289057,8.796478,1906-02-05,USA,GER,38.439216 -89.162851 52.289057 8.796478
"GER, Friedberg",50.324893,8.74087,"GER, Lanzenhain",50.102536,8.399114,1859-05-15,GER,GER,50.324893 8.74087 50.102536 8.399114
"USA, Arenzville (IL)",39.876992,-90.373457,"GER, Lanzenhain",50.102536,8.399114,1863-07-12,USA,GER,39.876992 -90.373457 50.102536 8.399114
"USA, Arenzville (IL)",39.876992,-90.373457,"GER, Lanzenhain",50.102536,8.399114,NA,USA,GER,39.876992 -90.373457 50.102536 8.399114
"USA, Arenzville (IL)",39.876992,-90.373457,"GER, Lanzenhain",50.102536,8.399114,NA,USA,GER,39.876992 -90.373457 50.102536 8.399114
"USA, Arenzville (IL)",39.876992,-90.373457,"GER, Lanzenhain",50.102536,8.399114,NA,USA,GER,39.876992 -90.373457 50.102536 8.399114
"USA, Arenzville (IL)",39.876992,-90.373457,"GER, Lanzenhain",50.102536,8.399114,1863-07-12,USA,GER,39.876992 -90.373457 50.102536 8.399114
"GER, Offenbach",50.681562,7.169075,"GER, Lanzenhain",50.102536,8.399114,1863-08-18,GER,GER,50.681562 7.169075 50.102536 8.399114
"USA, Johnstown (PA)",40.326741,-78.92197,"GER, Lanzenhain",50.102536,8.399114,NA,USA,GER,40.326741 -78.92197 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1864-01-24,USA,GER,40.048103 -90.155119 50.102536 8.399114
"GER, Frankfurt",50.110922,8.682127,"GER, Lanzenhain",50.102536,8.399114,1864-12-13,GER,GER,50.110922 8.682127 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1865-01-29,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1865-03-05,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1865-03-26,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1866-01-07,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1866-04-20,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1866-07-23,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1866-08-05,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1867-03-17,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1867-09-15,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1868-02-02,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1868-05-24,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1868-09-20,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1869-06-20,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1870-03-13,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1871-01-22,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1872-04-21,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1872-06-09,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1873-01-26,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1873-01-26,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1874-01-18,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1874-04-26,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1876-03-26,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1879-08-06,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1880-05-25,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,1883-01-28,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Chandlerville (IL)",40.048103,-90.155119,"GER, Lanzenhain",50.102536,8.399114,NA,USA,GER,40.048103 -90.155119 50.102536 8.399114
"USA, Hempstead (TX)",30.097441,-96.078292,"USA, Industry (TX)",29.972446,-96.502193,1862-04-03,USA,USA,30.097441 -96.078292 29.972446 -96.502193
"USA, Brenham (TX)",30.166883,-96.397744,"USA, Industry (TX)",29.972446,-96.502193,1862-05-21,USA,USA,30.166883 -96.397744 29.972446 -96.502193
"USA, Camp Waul (TX)",31.968599,-99.901813,"USA, Industry (TX)",29.972446,-96.502193,1862-05-28,USA,USA,31.968599 -99.901813 29.972446 -96.502193
"USA, Camp Waul (TX)",31.968599,-99.901813,"USA, Industry (TX)",29.972446,-96.502193,1862-06-14,USA,USA,31.968599 -99.901813 29.972446 -96.502193
"USA, Camp Waul (TX)",31.968599,-99.901813,"USA, Industry (TX)",29.972446,-96.502193,1862-07-21,USA,USA,31.968599 -99.901813 29.972446 -96.502193
"USA, Camp Waul (TX)",31.968599,-99.901813,"USA, Industry (TX)",29.972446,-96.502193,1862-07-28,USA,USA,31.968599 -99.901813 29.972446 -96.502193
"USA, Camp Waul (TX)",31.968599,-99.901813,"USA, Industry (TX)",29.972446,-96.502193,1862-08-01,USA,USA,31.968599 -99.901813 29.972446 -96.502193
"USA, Caldwell (TX)",30.531315,-96.69303,"USA, Industry (TX)",29.972446,-96.502193,1862-08-21,USA,USA,30.531315 -96.69303 29.972446 -96.502193
"USA, Camp Pin Oak Creek, Robertson County (TX)",31.008,-96.49298,"USA, Industry (TX)",29.972446,-96.502193,1862-08-24,USA,USA,31.008 -96.49298 29.972446 -96.502193
"USA, Camp on Cedar Creek north of Wheelock, Robertson County (TX)",30.89769,-96.389964,"USA, Industry (TX)",29.972446,-96.502193,1862-08-25,USA,USA,30.89769 -96.389964 29.972446 -96.502193
"USA, Camp on Navesota Lake, Madison County (TX)",30.988848,-95.940971,"USA, Industry (TX)",29.972446,-96.502193,1862-08-26,USA,USA,30.988848 -95.940971 29.972446 -96.502193
"USA, Camp in Leon County (TX)",29.246999,-103.012284,"USA, Industry (TX)",29.972446,-96.502193,1862-08-28,USA,USA,29.246999 -103.012284 29.972446 -96.502193
"USA, Camp east of the Neces, Cherokee County (TX)",31.798183,-95.143207,"USA, Industry (TX)",29.972446,-96.502193,1862-09-05,USA,USA,31.798183 -95.143207 29.972446 -96.502193
"USA, Camp on the Angelina River, Nacogdoches County (TX)",31.635307,-94.645035,"USA, Industry (TX)",29.972446,-96.502193,1862-09-07,USA,USA,31.635307 -94.645035 29.972446 -96.502193
